Results Log
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 26

PR_AUC: 0.5347
ROC_AUC: 0.7791
F1: 0.5834
PRECISION: 0.8095
RECALL: 0.4561
ACCURACY: 0.9681
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:02:31.165602
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 58

PR_AUC: 0.5156
ROC_AUC: 0.7796
F1: 0.5579
PRECISION: 0.7102
RECALL: 0.4594
ACCURACY: 0.9644
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:15:27.207414
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 60

PR_AUC: 0.5152
ROC_AUC: 0.7815
F1: 0.5636
PRECISION: 0.6917
RECALL: 0.4755
ACCURACY: 0.9639
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:16:00.728450
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 63

PR_AUC: 0.5178
ROC_AUC: 0.7789
F1: 0.5652
PRECISION: 0.7342
RECALL: 0.4594
ACCURACY: 0.9654
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:16:37.631053
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 62

PR_AUC: 0.5254
ROC_AUC: 0.7825
F1: 0.5694
PRECISION: 0.7548
RECALL: 0.4572
ACCURACY: 0.9661
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:17:32.790340
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 59

PR_AUC: 0.5313
ROC_AUC: 0.7801
F1: 0.5781
PRECISION: 0.8082
RECALL: 0.4499
ACCURACY: 0.9678
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:17:34.621660
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 61

PR_AUC: 0.5370
ROC_AUC: 0.7828
F1: 0.5903
PRECISION: 0.8149
RECALL: 0.4627
ACCURACY: 0.9685
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:18:29.965634
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 64

PR_AUC: 0.5057
ROC_AUC: 0.7795
F1: 0.5503
PRECISION: 0.7042
RECALL: 0.4516
ACCURACY: 0.9639
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:18:57.438403
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 65

PR_AUC: 0.5349
ROC_AUC: 0.7823
F1: 0.5753
PRECISION: 0.7679
RECALL: 0.4600
ACCURACY: 0.9667
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:29:25.796212
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 66

PR_AUC: 0.5334
ROC_AUC: 0.7814
F1: 0.5738
PRECISION: 0.8171
RECALL: 0.4422
ACCURACY: 0.9678
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:43:57.243896
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 67

PR_AUC: 0.5331
ROC_AUC: 0.7832
F1: 0.5780
PRECISION: 0.8133
RECALL: 0.4483
ACCURACY: 0.9679
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:44:53.956928
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 87

PR_AUC: 0.5455
ROC_AUC: 0.7817
F1: 0.5856
PRECISION: 0.8424
RECALL: 0.4488
ACCURACY: 0.9689
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:45:28.485211
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 91

PR_AUC: 0.4766
ROC_AUC: 0.7771
F1: 0.5353
PRECISION: 0.6401
RECALL: 0.4600
ACCURACY: 0.9609
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:46:38.928944
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 88

PR_AUC: 0.5406
ROC_AUC: 0.7828
F1: 0.5914
PRECISION: 0.8263
RECALL: 0.4605
ACCURACY: 0.9688
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:46:41.009349
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 89

PR_AUC: 0.5226
ROC_AUC: 0.7784
F1: 0.5691
PRECISION: 0.7583
RECALL: 0.4555
ACCURACY: 0.9662
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:47:33.675903
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 92

PR_AUC: 0.4992
ROC_AUC: 0.7782
F1: 0.5396
PRECISION: 0.6515
RECALL: 0.4605
ACCURACY: 0.9615
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:48:52.743354
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 93

PR_AUC: 0.5381
ROC_AUC: 0.7821
F1: 0.5913
PRECISION: 0.8332
RECALL: 0.4583
ACCURACY: 0.9690
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 09:56:12.116193
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 94

PR_AUC: 0.5307
ROC_AUC: 0.7819
F1: 0.5742
PRECISION: 0.7816
RECALL: 0.4538
ACCURACY: 0.9670
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 10:11:47.954411
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 96

PR_AUC: 0.5279
ROC_AUC: 0.7815
F1: 0.5704
PRECISION: 0.7645
RECALL: 0.4549
ACCURACY: 0.9664
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 10:12:28.427936
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 97

PR_AUC: 0.5226
ROC_AUC: 0.7823
F1: 0.5696
PRECISION: 0.7420
RECALL: 0.4622
ACCURACY: 0.9658
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-18 10:14:42.706324
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 99

PR_AUC: 0.5358
ROC_AUC: 0.7810
F1: 0.5772
PRECISION: 0.8138
RECALL: 0.4472
ACCURACY: 0.9679
THRESHOLD: 0.9798
---------------------------------------------
