Results Log
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 4

PR_AUC: 0.5196
ROC_AUC: 0.7762
F1: 0.5654
PRECISION: 0.7452
RECALL: 0.4555
ACCURACY: 0.9657
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 10:03:18.537019
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 4.68e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 13

PR_AUC: 0.5073
ROC_AUC: 0.7765
F1: 0.5447
PRECISION: 0.6774
RECALL: 0.4555
ACCURACY: 0.9627
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 10:05:47.845105
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 3

PR_AUC: 0.5292
ROC_AUC: 0.7814
F1: 0.5746
PRECISION: 0.7577
RECALL: 0.4627
ACCURACY: 0.9664
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 10:19:49.948928
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 4.68e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 15

PR_AUC: 0.5197
ROC_AUC: 0.7803
F1: 0.5677
PRECISION: 0.7428
RECALL: 0.4594
ACCURACY: 0.9657
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 10:25:16.350269
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 4.68e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 14

PR_AUC: 0.5227
ROC_AUC: 0.7781
F1: 0.5683
PRECISION: 0.7227
RECALL: 0.4683
ACCURACY: 0.9652
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 10:25:32.358596
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 4.68e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 17

PR_AUC: 0.5410
ROC_AUC: 0.7799
F1: 0.5828
PRECISION: 0.8287
RECALL: 0.4494
ACCURACY: 0.9685
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 10:35:32.825466
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 27

PR_AUC: 0.5273
ROC_AUC: 0.7786
F1: 0.5742
PRECISION: 0.7624
RECALL: 0.4605
ACCURACY: 0.9666
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 10:35:42.984472
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 4.68e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 11

PR_AUC: 0.5183
ROC_AUC: 0.7774
F1: 0.5604
PRECISION: 0.6891
RECALL: 0.4722
ACCURACY: 0.9637
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 10:38:01.771435
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 31

PR_AUC: 0.3572
ROC_AUC: 0.7605
F1: 0.2263
PRECISION: 0.1386
RECALL: 0.6162
ACCURACY: 0.7937
THRESHOLD: 0.9899
---------------------------------------------
Timestamp: 2025-05-15 10:48:13.815323
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 28

PR_AUC: 0.5168
ROC_AUC: 0.7756
F1: 0.5649
PRECISION: 0.7028
RECALL: 0.4722
ACCURACY: 0.9644
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:06:15.753306
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 33

PR_AUC: 0.5374
ROC_AUC: 0.7818
F1: 0.5818
PRECISION: 0.8067
RECALL: 0.4549
ACCURACY: 0.9680
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:06:24.384531
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 32

PR_AUC: 0.5236
ROC_AUC: 0.7775
F1: 0.5670
PRECISION: 0.7335
RECALL: 0.4622
ACCURACY: 0.9654
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:07:02.635839
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 29

PR_AUC: 0.5170
ROC_AUC: 0.7793
F1: 0.5629
PRECISION: 0.7309
RECALL: 0.4577
ACCURACY: 0.9652
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:07:49.822555
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 4.68e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 18

PR_AUC: 0.4956
ROC_AUC: 0.7743
F1: 0.5430
PRECISION: 0.6806
RECALL: 0.4516
ACCURACY: 0.9628
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:07:51.560024
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4.68e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 19

PR_AUC: 0.5277
ROC_AUC: 0.7780
F1: 0.5789
PRECISION: 0.7777
RECALL: 0.4611
ACCURACY: 0.9672
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:08:14.021372
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 30

PR_AUC: 0.4307
ROC_AUC: 0.7773
F1: 0.5162
PRECISION: 0.5820
RECALL: 0.4638
ACCURACY: 0.9574
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:16:24.799004
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 34

PR_AUC: 0.5105
ROC_AUC: 0.7807
F1: 0.5487
PRECISION: 0.6847
RECALL: 0.4577
ACCURACY: 0.9631
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:18:33.347157
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 25

PR_AUC: 0.5179
ROC_AUC: 0.7799
F1: 0.5577
PRECISION: 0.6928
RECALL: 0.4666
ACCURACY: 0.9638
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:33:45.580176
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 35

PR_AUC: 0.5367
ROC_AUC: 0.7807
F1: 0.5798
PRECISION: 0.7565
RECALL: 0.4700
ACCURACY: 0.9666
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:34:33.574692
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 36

PR_AUC: 0.4838
ROC_AUC: 0.7765
F1: 0.5415
PRECISION: 0.6890
RECALL: 0.4461
ACCURACY: 0.9630
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:35:00.713997
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 37

PR_AUC: 0.5296
ROC_AUC: 0.7802
F1: 0.5709
PRECISION: 0.7809
RECALL: 0.4499
ACCURACY: 0.9669
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:36:09.442675
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 38

PR_AUC: 0.5153
ROC_AUC: 0.7814
F1: 0.5650
PRECISION: 0.7439
RECALL: 0.4555
ACCURACY: 0.9657
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:36:14.924291
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 39

PR_AUC: 0.5456
ROC_AUC: 0.7821
F1: 0.5908
PRECISION: 0.8640
RECALL: 0.4488
ACCURACY: 0.9696
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:36:28.887460
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 44

PR_AUC: 0.3559
ROC_AUC: 0.7672
F1: 0.4419
PRECISION: 0.4183
RECALL: 0.4683
ACCURACY: 0.9421
THRESHOLD: 0.9899
---------------------------------------------
Timestamp: 2025-05-15 11:46:38.120801
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 43

PR_AUC: 0.5341
ROC_AUC: 0.7801
F1: 0.5745
PRECISION: 0.8105
RECALL: 0.4449
ACCURACY: 0.9677
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:52:21.923913
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 40

PR_AUC: 0.4991
ROC_AUC: 0.7769
F1: 0.5505
PRECISION: 0.6734
RECALL: 0.4655
ACCURACY: 0.9628
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 11:58:13.521367
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 41

PR_AUC: 0.5293
ROC_AUC: 0.7803
F1: 0.5759
PRECISION: 0.7797
RECALL: 0.4566
ACCURACY: 0.9671
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:02:57.126494
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 45

PR_AUC: 0.5289
ROC_AUC: 0.7783
F1: 0.5697
PRECISION: 0.7667
RECALL: 0.4533
ACCURACY: 0.9665
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:03:32.807531
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 46

PR_AUC: 0.5331
ROC_AUC: 0.7841
F1: 0.5802
PRECISION: 0.7639
RECALL: 0.4677
ACCURACY: 0.9669
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:04:07.768016
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 47

PR_AUC: 0.5434
ROC_AUC: 0.7840
F1: 0.5832
PRECISION: 0.8304
RECALL: 0.4494
ACCURACY: 0.9685
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:04:53.357983
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 50

PR_AUC: 0.5253
ROC_AUC: 0.7780
F1: 0.5778
PRECISION: 0.7932
RECALL: 0.4544
ACCURACY: 0.9675
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:07:20.067755
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 49

PR_AUC: 0.1285
ROC_AUC: 0.7341
F1: 0.2890
PRECISION: 0.1979
RECALL: 0.5356
ACCURACY: 0.8710
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-15 12:16:48.525156
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 52

PR_AUC: 0.5371
ROC_AUC: 0.7808
F1: 0.5862
PRECISION: 0.7865
RECALL: 0.4672
ACCURACY: 0.9677
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:29:59.986288
