Results Log
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 7

PR_AUC: 0.9004
ROC_AUC: 0.9947
F1: 0.8615
PRECISION: 0.8516
RECALL: 0.8715
ACCURACY: 0.9863
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 11:23:49.218773
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 4.68e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 16

PR_AUC: 0.9045
ROC_AUC: 0.9947
F1: 0.8565
PRECISION: 0.8118
RECALL: 0.9066
ACCURACY: 0.9851
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 11:29:04.774149
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 4.68e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 18

PR_AUC: 0.9077
ROC_AUC: 0.9953
F1: 0.8622
PRECISION: 0.8165
RECALL: 0.9132
ACCURACY: 0.9857
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 11:29:54.270272
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 4.68e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 17

PR_AUC: 0.9032
ROC_AUC: 0.9947
F1: 0.8551
PRECISION: 0.8440
RECALL: 0.8665
ACCURACY: 0.9856
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 11:32:51.871165
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 20

PR_AUC: 0.9049
ROC_AUC: 0.9949
F1: 0.8585
PRECISION: 0.8376
RECALL: 0.8804
ACCURACY: 0.9858
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 11:40:42.235498
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 4.68e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 13

PR_AUC: 0.9018
ROC_AUC: 0.9945
F1: 0.8580
PRECISION: 0.8728
RECALL: 0.8437
ACCURACY: 0.9863
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 11:53:52.573535
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 21

PR_AUC: 0.8924
ROC_AUC: 0.9942
F1: 0.8468
PRECISION: 0.8087
RECALL: 0.8888
ACCURACY: 0.9843
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 11:59:15.134423
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 22

PR_AUC: 0.9082
ROC_AUC: 0.9947
F1: 0.8591
PRECISION: 0.8470
RECALL: 0.8715
ACCURACY: 0.9860
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 12:00:00.822611
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 23

PR_AUC: 0.9063
ROC_AUC: 0.9949
F1: 0.8566
PRECISION: 0.8595
RECALL: 0.8537
ACCURACY: 0.9860
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 12:05:44.905657
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 24

PR_AUC: 0.8986
ROC_AUC: 0.9945
F1: 0.8515
PRECISION: 0.8682
RECALL: 0.8354
ACCURACY: 0.9857
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 12:08:05.958937
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 4.68e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 15

PR_AUC: 0.9005
ROC_AUC: 0.9943
F1: 0.8542
PRECISION: 0.8422
RECALL: 0.8665
ACCURACY: 0.9855
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 12:24:03.263788
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 26

PR_AUC: 0.9010
ROC_AUC: 0.9945
F1: 0.8548
PRECISION: 0.8757
RECALL: 0.8348
ACCURACY: 0.9861
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 12:29:15.407189
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 27

PR_AUC: 0.9037
ROC_AUC: 0.9945
F1: 0.8555
PRECISION: 0.8617
RECALL: 0.8493
ACCURACY: 0.9859
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 12:31:06.780770
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 28

PR_AUC: 0.9038
ROC_AUC: 0.9950
F1: 0.8585
PRECISION: 0.8418
RECALL: 0.8760
ACCURACY: 0.9859
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 12:32:23.398903
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 4.68e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 14

PR_AUC: 0.9026
ROC_AUC: 0.9946
F1: 0.8540
PRECISION: 0.7999
RECALL: 0.9160
ACCURACY: 0.9847
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-21 12:39:16.617195
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 25

PR_AUC: 0.9037
ROC_AUC: 0.9948
F1: 0.8609
PRECISION: 0.8479
RECALL: 0.8743
ACCURACY: 0.9862
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 12:54:49.080042
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 32

PR_AUC: 0.8993
ROC_AUC: 0.9945
F1: 0.8582
PRECISION: 0.8516
RECALL: 0.8648
ACCURACY: 0.9860
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 12:59:16.175143
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 34

PR_AUC: 0.9040
ROC_AUC: 0.9950
F1: 0.8576
PRECISION: 0.8714
RECALL: 0.8443
ACCURACY: 0.9863
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 13:12:09.966702
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 31

PR_AUC: 0.9022
ROC_AUC: 0.9948
F1: 0.8558
PRECISION: 0.8229
RECALL: 0.8915
ACCURACY: 0.9853
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 13:12:11.809636
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 30

PR_AUC: 0.8954
ROC_AUC: 0.9946
F1: 0.8551
PRECISION: 0.8424
RECALL: 0.8682
ACCURACY: 0.9856
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 13:18:40.795876
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 5.47e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 29

PR_AUC: 0.9038
ROC_AUC: 0.9950
F1: 0.8553
PRECISION: 0.8064
RECALL: 0.9105
ACCURACY: 0.9849
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-21 13:18:46.537967
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 33

PR_AUC: 0.9079
ROC_AUC: 0.9950
F1: 0.8613
PRECISION: 0.8749
RECALL: 0.8482
ACCURACY: 0.9866
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 13:26:12.317408
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 36

PR_AUC: 0.9068
ROC_AUC: 0.9950
F1: 0.8619
PRECISION: 0.8667
RECALL: 0.8571
ACCURACY: 0.9865
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 13:42:21.567367
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 39

PR_AUC: 0.9027
ROC_AUC: 0.9943
F1: 0.8590
PRECISION: 0.8878
RECALL: 0.8320
ACCURACY: 0.9866
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 13:42:56.832762
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 38

PR_AUC: 0.8959
ROC_AUC: 0.9945
F1: 0.8521
PRECISION: 0.8584
RECALL: 0.8459
ACCURACY: 0.9856
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 13:43:14.812598
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 40

PR_AUC: 0.9036
ROC_AUC: 0.9943
F1: 0.8549
PRECISION: 0.8629
RECALL: 0.8471
ACCURACY: 0.9859
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 14:03:19.328240
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 42

PR_AUC: 0.9049
ROC_AUC: 0.9951
F1: 0.8528
PRECISION: 0.8568
RECALL: 0.8487
ACCURACY: 0.9856
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 14:10:42.726910
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 43

PR_AUC: 0.9069
ROC_AUC: 0.9950
F1: 0.8583
PRECISION: 0.8236
RECALL: 0.8960
ACCURACY: 0.9855
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 14:11:29.035335
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 44

PR_AUC: 0.9025
ROC_AUC: 0.9945
F1: 0.8584
PRECISION: 0.8537
RECALL: 0.8632
ACCURACY: 0.9861
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 14:13:18.052901
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 46

PR_AUC: 0.9027
ROC_AUC: 0.9950
F1: 0.8571
PRECISION: 0.8538
RECALL: 0.8604
ACCURACY: 0.9859
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 14:27:07.704388
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 45

PR_AUC: 0.8981
ROC_AUC: 0.9943
F1: 0.8557
PRECISION: 0.8166
RECALL: 0.8988
ACCURACY: 0.9852
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-21 14:41:27.130367
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 47

PR_AUC: 0.9014
ROC_AUC: 0.9947
F1: 0.8616
PRECISION: 0.8545
RECALL: 0.8687
ACCURACY: 0.9863
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 14:41:41.003287
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 49

PR_AUC: 0.9055
ROC_AUC: 0.9949
F1: 0.8670
PRECISION: 0.8713
RECALL: 0.8626
ACCURACY: 0.9870
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 14:45:22.583779
