Results Log
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 616

PR_AUC: 0.7733
ROC_AUC: 0.9190
F1: 0.7627
PRECISION: 0.8266
RECALL: 0.7080
ACCURACY: 0.9784
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 01:07:42.013717
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 618

PR_AUC: 0.5017
ROC_AUC: 0.7760
F1: 0.5438
PRECISION: 0.6450
RECALL: 0.4700
ACCURACY: 0.9614
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 01:08:34.578671
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 619

PR_AUC: 0.7665
ROC_AUC: 0.9180
F1: 0.7604
PRECISION: 0.8203
RECALL: 0.7086
ACCURACY: 0.9781
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 01:18:59.169729
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 620

PR_AUC: 0.9048
ROC_AUC: 0.9953
F1: 0.8692
PRECISION: 0.8609
RECALL: 0.8776
ACCURACY: 0.9871
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 01:20:36.202979
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 621

PR_AUC: 0.5254
ROC_AUC: 0.7807
F1: 0.5740
PRECISION: 0.7292
RECALL: 0.4733
ACCURACY: 0.9656
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-09 01:20:49.759526
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 617

PR_AUC: 0.9072
ROC_AUC: 0.9948
F1: 0.8586
PRECISION: 0.8481
RECALL: 0.8693
ACCURACY: 0.9860
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 01:39:13.962895
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 622

PR_AUC: 0.7720
ROC_AUC: 0.9185
F1: 0.7699
PRECISION: 0.8703
RECALL: 0.6902
ACCURACY: 0.9798
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 01:41:36.621119
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 624

PR_AUC: 0.4820
ROC_AUC: 0.7793
F1: 0.5371
PRECISION: 0.6508
RECALL: 0.4572
ACCURACY: 0.9614
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 01:45:45.239052
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 623

PR_AUC: 0.8984
ROC_AUC: 0.9944
F1: 0.8582
PRECISION: 0.8565
RECALL: 0.8598
ACCURACY: 0.9861
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 01:56:18.069609
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 625

PR_AUC: 0.7737
ROC_AUC: 0.9178
F1: 0.7695
PRECISION: 0.8196
RECALL: 0.7253
ACCURACY: 0.9787
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 02:00:11.313808
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 626

PR_AUC: 0.9065
ROC_AUC: 0.9949
F1: 0.8558
PRECISION: 0.8567
RECALL: 0.8548
ACCURACY: 0.9859
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 02:14:00.507301
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 629

PR_AUC: 0.9014
ROC_AUC: 0.9943
F1: 0.8614
PRECISION: 0.8606
RECALL: 0.8621
ACCURACY: 0.9864
THRESHOLD: 0.9394
---------------------------------------------
Timestamp: 2025-05-09 02:16:39.948858
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 628

PR_AUC: 0.7352
ROC_AUC: 0.9136
F1: 0.7305
PRECISION: 0.8084
RECALL: 0.6663
ACCURACY: 0.9759
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-09 02:20:31.108205
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 630

PR_AUC: 0.5136
ROC_AUC: 0.7833
F1: 0.5608
PRECISION: 0.7101
RECALL: 0.4633
ACCURACY: 0.9645
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 02:31:50.857366
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 631

PR_AUC: 0.7648
ROC_AUC: 0.9161
F1: 0.7644
PRECISION: 0.8376
RECALL: 0.7030
ACCURACY: 0.9788
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 02:33:36.274406
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 627

PR_AUC: 0.5353
ROC_AUC: 0.7804
F1: 0.5827
PRECISION: 0.7680
RECALL: 0.4694
ACCURACY: 0.9671
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 02:37:30.774504
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 632

PR_AUC: 0.8936
ROC_AUC: 0.9938
F1: 0.8565
PRECISION: 0.8374
RECALL: 0.8765
ACCURACY: 0.9856
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 02:46:11.029542
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 633

PR_AUC: 0.5335
ROC_AUC: 0.7796
F1: 0.5832
PRECISION: 0.7511
RECALL: 0.4766
ACCURACY: 0.9666
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-09 02:50:11.495436
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 634

PR_AUC: 0.7749
ROC_AUC: 0.9188
F1: 0.7697
PRECISION: 0.8215
RECALL: 0.7241
ACCURACY: 0.9788
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 02:55:05.968940
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 635

PR_AUC: 0.9026
ROC_AUC: 0.9947
F1: 0.8641
PRECISION: 0.8672
RECALL: 0.8610
ACCURACY: 0.9867
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 03:07:23.272180
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 636

PR_AUC: 0.5053
ROC_AUC: 0.7768
F1: 0.5534
PRECISION: 0.6882
RECALL: 0.4627
ACCURACY: 0.9634
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-09 03:13:51.218991
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 638

PR_AUC: 0.9016
ROC_AUC: 0.9948
F1: 0.8563
PRECISION: 0.8628
RECALL: 0.8498
ACCURACY: 0.9860
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 03:19:00.745280
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 639

PR_AUC: 0.5372
ROC_AUC: 0.7799
F1: 0.5808
PRECISION: 0.7529
RECALL: 0.4727
ACCURACY: 0.9666
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-09 03:24:08.909980
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 640

PR_AUC: 0.7763
ROC_AUC: 0.9201
F1: 0.7749
PRECISION: 0.8682
RECALL: 0.6997
ACCURACY: 0.9801
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 03:29:17.056468
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 641

PR_AUC: 0.8947
ROC_AUC: 0.9941
F1: 0.8643
PRECISION: 0.8540
RECALL: 0.8749
ACCURACY: 0.9865
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 03:29:52.139200
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 637

PR_AUC: 0.7544
ROC_AUC: 0.9176
F1: 0.7497
PRECISION: 0.8260
RECALL: 0.6863
ACCURACY: 0.9776
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 03:40:52.079584
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 642

PR_AUC: 0.4950
ROC_AUC: 0.7779
F1: 0.5561
PRECISION: 0.7444
RECALL: 0.4438
ACCURACY: 0.9653
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 03:47:09.538609
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 643

PR_AUC: 0.7709
ROC_AUC: 0.9199
F1: 0.7682
PRECISION: 0.8688
RECALL: 0.6885
ACCURACY: 0.9797
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 03:52:51.129813
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 644

PR_AUC: 0.9016
ROC_AUC: 0.9947
F1: 0.8656
PRECISION: 0.8555
RECALL: 0.8760
ACCURACY: 0.9867
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 03:59:33.407914
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 645

PR_AUC: 0.5069
ROC_AUC: 0.7742
F1: 0.5524
PRECISION: 0.7297
RECALL: 0.4444
ACCURACY: 0.9647
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 04:04:54.352669
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 646

PR_AUC: 0.7634
ROC_AUC: 0.9178
F1: 0.7563
PRECISION: 0.8237
RECALL: 0.6991
ACCURACY: 0.9779
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 04:16:48.877509
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 648

PR_AUC: 0.5405
ROC_AUC: 0.7837
F1: 0.5885
PRECISION: 0.8238
RECALL: 0.4577
ACCURACY: 0.9687
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 04:23:44.085074
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 649

PR_AUC: 0.7727
ROC_AUC: 0.9184
F1: 0.7637
PRECISION: 0.8142
RECALL: 0.7191
ACCURACY: 0.9782
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 04:25:31.797494
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
