Results Log
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 129

PR_AUC: 0.5270
ROC_AUC: 0.7851
F1: 0.5713
PRECISION: 0.7858
RECALL: 0.4488
ACCURACY: 0.9670
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 08:38:52.488333
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 133

PR_AUC: 0.7597
ROC_AUC: 0.9153
F1: 0.7504
PRECISION: 0.7969
RECALL: 0.7091
ACCURACY: 0.9769
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 08:39:42.605028
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 132

PR_AUC: 0.4883
ROC_AUC: 0.7775
F1: 0.5395
PRECISION: 0.6395
RECALL: 0.4666
ACCURACY: 0.9610
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 08:40:03.829284
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 128

PR_AUC: 0.9003
ROC_AUC: 0.9945
F1: 0.8601
PRECISION: 0.8637
RECALL: 0.8565
ACCURACY: 0.9864
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 08:40:26.657961
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 131

PR_AUC: 0.9074
ROC_AUC: 0.9951
F1: 0.8680
PRECISION: 0.8711
RECALL: 0.8648
ACCURACY: 0.9871
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 08:40:36.359239
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 134

PR_AUC: 0.9050
ROC_AUC: 0.9952
F1: 0.8650
PRECISION: 0.8298
RECALL: 0.9032
ACCURACY: 0.9862
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-11 08:43:27.619769
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 135

PR_AUC: 0.3879
ROC_AUC: 0.7734
F1: 0.4776
PRECISION: 0.5000
RECALL: 0.4572
ACCURACY: 0.9510
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 09:06:01.827431
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 136

PR_AUC: 0.7703
ROC_AUC: 0.9182
F1: 0.7655
PRECISION: 0.8139
RECALL: 0.7225
ACCURACY: 0.9783
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 09:08:26.081621
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 140

PR_AUC: 0.9008
ROC_AUC: 0.9944
F1: 0.8579
PRECISION: 0.8495
RECALL: 0.8665
ACCURACY: 0.9859
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-11 09:08:28.938612
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 138

PR_AUC: 0.4706
ROC_AUC: 0.7772
F1: 0.5305
PRECISION: 0.6462
RECALL: 0.4499
ACCURACY: 0.9610
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 09:08:56.831980
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 139

PR_AUC: 0.7675
ROC_AUC: 0.9194
F1: 0.7529
PRECISION: 0.7969
RECALL: 0.7136
ACCURACY: 0.9771
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 09:09:31.847262
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 142

PR_AUC: 0.7168
ROC_AUC: 0.9128
F1: 0.7052
PRECISION: 0.7538
RECALL: 0.6624
ACCURACY: 0.9729
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-11 09:09:56.920691
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 137

PR_AUC: 0.9001
ROC_AUC: 0.9940
F1: 0.8509
PRECISION: 0.8730
RECALL: 0.8298
ACCURACY: 0.9858
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 09:11:37.740506
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 141

PR_AUC: 0.4322
ROC_AUC: 0.7761
F1: 0.5152
PRECISION: 0.5891
RECALL: 0.4577
ACCURACY: 0.9578
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 09:15:31.343513
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 143

PR_AUC: 0.8978
ROC_AUC: 0.9941
F1: 0.8584
PRECISION: 0.8504
RECALL: 0.8665
ACCURACY: 0.9860
THRESHOLD: 0.9394
---------------------------------------------
Timestamp: 2025-05-11 09:36:37.433948
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 222

PR_AUC: 0.5077
ROC_AUC: 0.7771
F1: 0.5446
PRECISION: 0.6371
RECALL: 0.4755
ACCURACY: 0.9611
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 09:37:08.740416
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 156

PR_AUC: 0.5170
ROC_AUC: 0.7784
F1: 0.5590
PRECISION: 0.7364
RECALL: 0.4505
ACCURACY: 0.9652
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 09:37:20.227913
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 153

PR_AUC: 0.5137
ROC_AUC: 0.7740
F1: 0.5626
PRECISION: 0.7680
RECALL: 0.4438
ACCURACY: 0.9662
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 09:40:38.975315
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 144

PR_AUC: 0.4718
ROC_AUC: 0.7781
F1: 0.5267
PRECISION: 0.6231
RECALL: 0.4561
ACCURACY: 0.9599
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 09:41:21.251280
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 157

PR_AUC: 0.7673
ROC_AUC: 0.9183
F1: 0.7556
PRECISION: 0.8755
RECALL: 0.6646
ACCURACY: 0.9789
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-11 09:42:20.220785
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 224

PR_AUC: 0.8984
ROC_AUC: 0.9943
F1: 0.8626
PRECISION: 0.8476
RECALL: 0.8782
ACCURACY: 0.9863
THRESHOLD: 0.9394
---------------------------------------------
Timestamp: 2025-05-11 09:44:19.217120
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 225

PR_AUC: 0.5248
ROC_AUC: 0.7812
F1: 0.5779
PRECISION: 0.7805
RECALL: 0.4588
ACCURACY: 0.9672
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 09:46:59.634039
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 223

PR_AUC: 0.7650
ROC_AUC: 0.9172
F1: 0.7630
PRECISION: 0.8281
RECALL: 0.7075
ACCURACY: 0.9785
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-11 10:03:06.199824
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 226

PR_AUC: 0.7650
ROC_AUC: 0.9169
F1: 0.7589
PRECISION: 0.8176
RECALL: 0.7080
ACCURACY: 0.9780
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 10:03:46.312515
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 228

PR_AUC: 0.5435
ROC_AUC: 0.7817
F1: 0.5842
PRECISION: 0.8502
RECALL: 0.4449
ACCURACY: 0.9690
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 10:04:06.963012
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 227

PR_AUC: 0.8992
ROC_AUC: 0.9946
F1: 0.8594
PRECISION: 0.8440
RECALL: 0.8754
ACCURACY: 0.9860
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 10:09:49.013641
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 229

PR_AUC: 0.7710
ROC_AUC: 0.9181
F1: 0.7617
PRECISION: 0.8118
RECALL: 0.7175
ACCURACY: 0.9780
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 10:24:42.811724
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 230

PR_AUC: 0.8977
ROC_AUC: 0.9948
F1: 0.8571
PRECISION: 0.8795
RECALL: 0.8359
ACCURACY: 0.9864
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 10:25:21.798058
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 233

PR_AUC: 0.8975
ROC_AUC: 0.9946
F1: 0.8626
PRECISION: 0.8291
RECALL: 0.8988
ACCURACY: 0.9860
THRESHOLD: 0.9394
---------------------------------------------
Timestamp: 2025-05-11 10:25:24.565202
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 232

PR_AUC: 0.7632
ROC_AUC: 0.9175
F1: 0.7604
PRECISION: 0.8559
RECALL: 0.6841
ACCURACY: 0.9789
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 10:31:45.116844
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 234

PR_AUC: 0.5399
ROC_AUC: 0.7780
F1: 0.5893
PRECISION: 0.7884
RECALL: 0.4705
ACCURACY: 0.9679
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-11 10:35:15.456876
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 235

PR_AUC: 0.7703
ROC_AUC: 0.9180
F1: 0.7654
PRECISION: 0.8260
RECALL: 0.7130
ACCURACY: 0.9786
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 10:35:24.612670
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 236

PR_AUC: 0.8975
ROC_AUC: 0.9944
F1: 0.8559
PRECISION: 0.8610
RECALL: 0.8509
ACCURACY: 0.9860
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 10:40:57.232884
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
