Results Log
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 102

PR_AUC: 0.5102
ROC_AUC: 0.7809
F1: 0.5608
PRECISION: 0.7143
RECALL: 0.4616
ACCURACY: 0.9646
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-10 10:34:13.746379
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 100

PR_AUC: 0.7725
ROC_AUC: 0.9191
F1: 0.7693
PRECISION: 0.8815
RECALL: 0.6824
ACCURACY: 0.9800
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-10 10:34:44.878224
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 103

PR_AUC: 0.7712
ROC_AUC: 0.9173
F1: 0.7616
PRECISION: 0.8809
RECALL: 0.6707
ACCURACY: 0.9794
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-10 10:35:17.679462
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 104

PR_AUC: 0.9022
ROC_AUC: 0.9947
F1: 0.8530
PRECISION: 0.8063
RECALL: 0.9055
ACCURACY: 0.9847
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-10 10:36:55.697236
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 105

PR_AUC: 0.4951
ROC_AUC: 0.7748
F1: 0.5359
PRECISION: 0.6453
RECALL: 0.4583
ACCURACY: 0.9611
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-10 10:43:20.290673
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 86

PR_AUC: 0.9042
ROC_AUC: 0.9950
F1: 0.8636
PRECISION: 0.8334
RECALL: 0.8960
ACCURACY: 0.9861
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-10 11:01:20.061665
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 106

PR_AUC: 0.7604
ROC_AUC: 0.9160
F1: 0.7450
PRECISION: 0.8502
RECALL: 0.6630
ACCURACY: 0.9778
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-10 11:04:54.283169
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 109

PR_AUC: 0.7634
ROC_AUC: 0.9176
F1: 0.7584
PRECISION: 0.8399
RECALL: 0.6913
ACCURACY: 0.9784
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-10 11:05:20.219626
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 111

PR_AUC: 0.4862
ROC_AUC: 0.7787
F1: 0.5435
PRECISION: 0.7107
RECALL: 0.4399
ACCURACY: 0.9638
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-10 11:07:30.759251
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 110

PR_AUC: 0.9036
ROC_AUC: 0.9945
F1: 0.8563
PRECISION: 0.8680
RECALL: 0.8448
ACCURACY: 0.9861
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-10 11:10:39.223982
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 112

PR_AUC: 0.7717
ROC_AUC: 0.9170
F1: 0.7687
PRECISION: 0.8294
RECALL: 0.7164
ACCURACY: 0.9789
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-10 11:12:12.759897
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 113

PR_AUC: 0.9075
ROC_AUC: 0.9953
F1: 0.8632
PRECISION: 0.8835
RECALL: 0.8437
ACCURACY: 0.9869
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-10 11:16:52.698158
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 107

PR_AUC: 0.8982
ROC_AUC: 0.9947
F1: 0.8589
PRECISION: 0.8450
RECALL: 0.8732
ACCURACY: 0.9859
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-10 11:18:38.413577
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 108

PR_AUC: 0.5054
ROC_AUC: 0.7801
F1: 0.5497
PRECISION: 0.7134
RECALL: 0.4472
ACCURACY: 0.9641
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-10 11:33:52.484121
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 115

PR_AUC: 0.6036
ROC_AUC: 0.9056
F1: 0.6125
PRECISION: 0.6647
RECALL: 0.5679
ACCURACY: 0.9648
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-10 11:35:22.823240
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 116

PR_AUC: 0.9053
ROC_AUC: 0.9951
F1: 0.8614
PRECISION: 0.8285
RECALL: 0.8971
ACCURACY: 0.9859
THRESHOLD: 0.9394
---------------------------------------------
Timestamp: 2025-05-10 11:47:00.122956
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 114

PR_AUC: 0.5323
ROC_AUC: 0.7826
F1: 0.5789
PRECISION: 0.8152
RECALL: 0.4488
ACCURACY: 0.9680
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-10 11:53:55.550809
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 437

PR_AUC: 0.9046
ROC_AUC: 0.9948
F1: 0.8632
PRECISION: 0.8415
RECALL: 0.8860
ACCURACY: 0.9862
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-10 11:54:19.973373
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 435

PR_AUC: 0.4268
ROC_AUC: 0.7782
F1: 0.5145
PRECISION: 0.5717
RECALL: 0.4677
ACCURACY: 0.9568
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-10 11:56:11.415509
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 434

PR_AUC: 0.9045
ROC_AUC: 0.9947
F1: 0.8551
PRECISION: 0.8150
RECALL: 0.8993
ACCURACY: 0.9851
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-10 11:56:35.495869
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 436

PR_AUC: 0.7763
ROC_AUC: 0.9192
F1: 0.7726
PRECISION: 0.8040
RECALL: 0.7436
ACCURACY: 0.9786
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-10 11:56:36.468925
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 438

PR_AUC: 0.5290
ROC_AUC: 0.7801
F1: 0.5742
PRECISION: 0.7816
RECALL: 0.4538
ACCURACY: 0.9670
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-10 12:08:16.946889
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 440

PR_AUC: 0.9076
ROC_AUC: 0.9949
F1: 0.8726
PRECISION: 0.8441
RECALL: 0.9032
ACCURACY: 0.9871
THRESHOLD: 0.9293
---------------------------------------------
Timestamp: 2025-05-10 12:08:21.959591
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 439

PR_AUC: 0.7406
ROC_AUC: 0.9156
F1: 0.7335
PRECISION: 0.8029
RECALL: 0.6752
ACCURACY: 0.9760
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-10 12:16:32.970697
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 441

PR_AUC: 0.5355
ROC_AUC: 0.7786
F1: 0.5838
PRECISION: 0.7990
RECALL: 0.4600
ACCURACY: 0.9679
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-10 12:26:12.085986
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 442

PR_AUC: 0.7693
ROC_AUC: 0.9174
F1: 0.7671
PRECISION: 0.8489
RECALL: 0.6997
ACCURACY: 0.9792
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-10 12:26:46.773977
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 443

PR_AUC: 0.8999
ROC_AUC: 0.9945
F1: 0.8547
PRECISION: 0.8180
RECALL: 0.8949
ACCURACY: 0.9851
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-10 12:27:05.713970
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 444

PR_AUC: 0.4861
ROC_AUC: 0.7797
F1: 0.5383
PRECISION: 0.6800
RECALL: 0.4455
ACCURACY: 0.9626
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-10 12:27:22.537973
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 446

PR_AUC: 0.9046
ROC_AUC: 0.9949
F1: 0.8706
PRECISION: 0.8450
RECALL: 0.8977
ACCURACY: 0.9869
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-10 12:29:07.685672
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 445

PR_AUC: 0.7697
ROC_AUC: 0.9194
F1: 0.7694
PRECISION: 0.8362
RECALL: 0.7125
ACCURACY: 0.9791
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-10 12:39:04.162649
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 447

PR_AUC: 0.5302
ROC_AUC: 0.7801
F1: 0.5755
PRECISION: 0.7273
RECALL: 0.4761
ACCURACY: 0.9656
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-10 12:42:24.286576
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 448

PR_AUC: 0.7660
ROC_AUC: 0.9179
F1: 0.7590
PRECISION: 0.8366
RECALL: 0.6947
ACCURACY: 0.9784
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-10 12:48:18.391381
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 449

PR_AUC: 0.9051
ROC_AUC: 0.9950
F1: 0.8656
PRECISION: 0.8659
RECALL: 0.8654
ACCURACY: 0.9868
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-10 12:57:22.402430
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
