Results Log
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 377

PR_AUC: 0.9031
ROC_AUC: 0.9952
F1: 0.8669
PRECISION: 0.8425
RECALL: 0.8927
ACCURACY: 0.9866
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-13 00:38:19.022397
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 378

PR_AUC: 0.5246
ROC_AUC: 0.7816
F1: 0.5760
PRECISION: 0.7657
RECALL: 0.4616
ACCURACY: 0.9667
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-13 00:39:22.252924
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 373

PR_AUC: 0.7746
ROC_AUC: 0.9210
F1: 0.7636
PRECISION: 0.8090
RECALL: 0.7230
ACCURACY: 0.9781
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-13 00:41:51.201053
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 375

PR_AUC: 0.5221
ROC_AUC: 0.7786
F1: 0.5660
PRECISION: 0.7741
RECALL: 0.4461
ACCURACY: 0.9665
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-13 00:53:12.166315
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 370

PR_AUC: 0.7755
ROC_AUC: 0.9183
F1: 0.7704
PRECISION: 0.8393
RECALL: 0.7119
ACCURACY: 0.9792
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-13 00:57:01.410724
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 386

PR_AUC: 0.9049
ROC_AUC: 0.9950
F1: 0.8616
PRECISION: 0.8411
RECALL: 0.8832
ACCURACY: 0.9861
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-13 01:07:15.599193
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 387

PR_AUC: 0.5229
ROC_AUC: 0.7821
F1: 0.5642
PRECISION: 0.7992
RECALL: 0.4360
ACCURACY: 0.9670
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-13 01:10:11.063943
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 383

PR_AUC: 0.9041
ROC_AUC: 0.9950
F1: 0.8606
PRECISION: 0.8367
RECALL: 0.8860
ACCURACY: 0.9859
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-13 01:12:00.365887
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 390

PR_AUC: 0.5251
ROC_AUC: 0.7796
F1: 0.5732
PRECISION: 0.8145
RECALL: 0.4422
ACCURACY: 0.9678
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-13 01:12:29.212778
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 388

PR_AUC: 0.7691
ROC_AUC: 0.9178
F1: 0.7612
PRECISION: 0.8402
RECALL: 0.6958
ACCURACY: 0.9786
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-13 01:13:24.907013
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 389

PR_AUC: 0.8964
ROC_AUC: 0.9944
F1: 0.8487
PRECISION: 0.8117
RECALL: 0.8893
ACCURACY: 0.9845
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-13 01:14:38.311935
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 391

PR_AUC: 0.7688
ROC_AUC: 0.9186
F1: 0.7644
PRECISION: 0.8328
RECALL: 0.7063
ACCURACY: 0.9787
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-13 01:30:44.965428
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 393

PR_AUC: 0.4149
ROC_AUC: 0.7795
F1: 0.5352
PRECISION: 0.6048
RECALL: 0.4800
ACCURACY: 0.9592
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-13 01:40:28.339307
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 394

PR_AUC: 0.7754
ROC_AUC: 0.9187
F1: 0.7737
PRECISION: 0.8496
RECALL: 0.7102
ACCURACY: 0.9797
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-13 01:46:27.248593
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 396

PR_AUC: 0.5327
ROC_AUC: 0.7781
F1: 0.5746
PRECISION: 0.7311
RECALL: 0.4733
ACCURACY: 0.9657
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-13 01:47:34.303506
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 399

PR_AUC: 0.5211
ROC_AUC: 0.7797
F1: 0.5693
PRECISION: 0.7684
RECALL: 0.4522
ACCURACY: 0.9665
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-13 01:49:40.371823
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 397

PR_AUC: 0.7721
ROC_AUC: 0.9193
F1: 0.7679
PRECISION: 0.8461
RECALL: 0.7030
ACCURACY: 0.9792
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-13 01:51:09.804440
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 392

PR_AUC: 0.8985
ROC_AUC: 0.9945
F1: 0.8575
PRECISION: 0.8514
RECALL: 0.8637
ACCURACY: 0.9859
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-13 01:51:32.761636
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 398

PR_AUC: 0.9031
ROC_AUC: 0.9951
F1: 0.8647
PRECISION: 0.8485
RECALL: 0.8815
ACCURACY: 0.9865
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-13 02:05:04.395308
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 400

PR_AUC: 0.7743
ROC_AUC: 0.9186
F1: 0.7685
PRECISION: 0.8265
RECALL: 0.7180
ACCURACY: 0.9788
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-13 02:14:06.509767
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 401

PR_AUC: 0.8995
ROC_AUC: 0.9946
F1: 0.8555
PRECISION: 0.8286
RECALL: 0.8843
ACCURACY: 0.9854
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-13 02:17:58.388935
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 395

PR_AUC: 0.8947
ROC_AUC: 0.9945
F1: 0.8602
PRECISION: 0.8281
RECALL: 0.8949
ACCURACY: 0.9858
THRESHOLD: 0.9394
---------------------------------------------
Timestamp: 2025-05-13 02:18:29.551966
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 402

PR_AUC: 0.5180
ROC_AUC: 0.7760
F1: 0.5650
PRECISION: 0.7468
RECALL: 0.4544
ACCURACY: 0.9657
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-13 02:26:50.900693
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 404

PR_AUC: 0.9015
ROC_AUC: 0.9949
F1: 0.8678
PRECISION: 0.8597
RECALL: 0.8760
ACCURACY: 0.9869
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-13 02:27:14.510833
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 406

PR_AUC: 0.7630
ROC_AUC: 0.9181
F1: 0.7535
PRECISION: 0.8815
RECALL: 0.6580
ACCURACY: 0.9789
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-13 02:41:03.550634
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 407

PR_AUC: 0.9084
ROC_AUC: 0.9950
F1: 0.8543
PRECISION: 0.8893
RECALL: 0.8220
ACCURACY: 0.9863
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-13 02:48:41.177724
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 408

PR_AUC: 0.5211
ROC_AUC: 0.7802
F1: 0.5714
PRECISION: 0.7096
RECALL: 0.4783
ACCURACY: 0.9649
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-13 02:53:20.088365
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 411

PR_AUC: 0.5483
ROC_AUC: 0.7837
F1: 0.5920
PRECISION: 0.7738
RECALL: 0.4794
ACCURACY: 0.9676
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-13 02:53:35.820843
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 410

PR_AUC: 0.9037
ROC_AUC: 0.9951
F1: 0.8628
PRECISION: 0.8669
RECALL: 0.8587
ACCURACY: 0.9866
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-13 03:00:10.078277
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 412

PR_AUC: 0.7715
ROC_AUC: 0.9161
F1: 0.7659
PRECISION: 0.8332
RECALL: 0.7086
ACCURACY: 0.9788
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-13 03:00:32.395641
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 413

PR_AUC: 0.9099
ROC_AUC: 0.9954
F1: 0.8699
PRECISION: 0.8403
RECALL: 0.9016
ACCURACY: 0.9868
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-13 03:14:53.273748
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 414

PR_AUC: 0.5166
ROC_AUC: 0.7793
F1: 0.5641
PRECISION: 0.7348
RECALL: 0.4577
ACCURACY: 0.9654
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-13 03:18:23.718111
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 415

PR_AUC: 0.7690
ROC_AUC: 0.9190
F1: 0.7598
PRECISION: 0.8553
RECALL: 0.6835
ACCURACY: 0.9788
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-13 03:18:54.401510
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
