Results Log
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 82

PR_AUC: 0.7622
ROC_AUC: 0.9172
F1: 0.7603
PRECISION: 0.8708
RECALL: 0.6746
ACCURACY: 0.9792
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-23 09:56:40.316378
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 85

PR_AUC: 0.7711
ROC_AUC: 0.9197
F1: 0.7659
PRECISION: 0.8772
RECALL: 0.6796
ACCURACY: 0.9797
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-23 09:57:41.770792
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 84

PR_AUC: 0.7695
ROC_AUC: 0.9183
F1: 0.7609
PRECISION: 0.8670
RECALL: 0.6780
ACCURACY: 0.9791
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-23 09:58:18.137442
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 87

PR_AUC: 0.7727
ROC_AUC: 0.9173
F1: 0.7602
PRECISION: 0.8652
RECALL: 0.6780
ACCURACY: 0.9791
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-23 09:58:20.809946
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 83

PR_AUC: 0.7723
ROC_AUC: 0.9197
F1: 0.7701
PRECISION: 0.8799
RECALL: 0.6846
ACCURACY: 0.9800
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-23 10:01:25.465994
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 90

PR_AUC: 0.7686
ROC_AUC: 0.9191
F1: 0.7688
PRECISION: 0.8355
RECALL: 0.7119
ACCURACY: 0.9790
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-23 10:43:56.708871
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 95

PR_AUC: 0.7720
ROC_AUC: 0.9196
F1: 0.7671
PRECISION: 0.8556
RECALL: 0.6952
ACCURACY: 0.9793
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-23 10:44:32.922678
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 94

PR_AUC: 0.7677
ROC_AUC: 0.9153
F1: 0.7627
PRECISION: 0.8539
RECALL: 0.6891
ACCURACY: 0.9790
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-23 10:46:09.184351
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 96

PR_AUC: 0.7783
ROC_AUC: 0.9200
F1: 0.7688
PRECISION: 0.8207
RECALL: 0.7230
ACCURACY: 0.9787
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-23 10:48:26.377192
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 93

PR_AUC: 0.7727
ROC_AUC: 0.9184
F1: 0.7665
PRECISION: 0.8325
RECALL: 0.7102
ACCURACY: 0.9788
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-23 10:49:55.296181
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 92

PR_AUC: 0.7703
ROC_AUC: 0.9182
F1: 0.7656
PRECISION: 0.8754
RECALL: 0.6802
ACCURACY: 0.9796
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-23 10:50:41.299961
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 86

PR_AUC: 0.7748
ROC_AUC: 0.9179
F1: 0.7691
PRECISION: 0.8684
RECALL: 0.6902
ACCURACY: 0.9797
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-23 10:51:37.174308
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 89

PR_AUC: 0.7723
ROC_AUC: 0.9199
F1: 0.7596
PRECISION: 0.8076
RECALL: 0.7169
ACCURACY: 0.9778
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-23 11:28:02.744976
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 98

PR_AUC: 0.7705
ROC_AUC: 0.9179
F1: 0.7592
PRECISION: 0.8132
RECALL: 0.7119
ACCURACY: 0.9779
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-23 11:28:28.468603
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 99

PR_AUC: 0.7584
ROC_AUC: 0.9156
F1: 0.7569
PRECISION: 0.8244
RECALL: 0.6997
ACCURACY: 0.9780
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-23 11:28:40.943967
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.8685
ROC_AUC: 0.9923
F1: 0.8248
PRECISION: 0.7815
RECALL: 0.8732
ACCURACY: 0.9818
THRESHOLD: 0.9899
---------------------------------------------
Timestamp: 2025-05-23 11:29:24.711731
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.8677
ROC_AUC: 0.9923
F1: 0.8217
PRECISION: 0.7782
RECALL: 0.8704
ACCURACY: 0.9815
THRESHOLD: 0.9899
---------------------------------------------
Timestamp: 2025-05-23 11:29:44.572845
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.8683
ROC_AUC: 0.9923
F1: 0.8257
PRECISION: 0.7818
RECALL: 0.8749
ACCURACY: 0.9819
THRESHOLD: 0.9899
---------------------------------------------
Timestamp: 2025-05-23 11:30:35.375698
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 97

PR_AUC: 0.7780
ROC_AUC: 0.9195
F1: 0.7678
PRECISION: 0.8286
RECALL: 0.7152
ACCURACY: 0.9788
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-23 11:32:23.033804
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9058
ROC_AUC: 0.9947
F1: 0.8543
PRECISION: 0.8267
RECALL: 0.8838
ACCURACY: 0.9852
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-23 11:43:07.173066
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9113
ROC_AUC: 0.9955
F1: 0.8662
PRECISION: 0.8577
RECALL: 0.8749
ACCURACY: 0.9868
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-23 12:01:25.479896
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9075
ROC_AUC: 0.9950
F1: 0.8619
PRECISION: 0.8053
RECALL: 0.9271
ACCURACY: 0.9855
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-23 12:03:53.941196
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9050
ROC_AUC: 0.9948
F1: 0.8635
PRECISION: 0.8176
RECALL: 0.9149
ACCURACY: 0.9858
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-23 12:05:04.709668
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9086
ROC_AUC: 0.9949
F1: 0.8657
PRECISION: 0.8237
RECALL: 0.9121
ACCURACY: 0.9861
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-23 12:07:12.226380
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.8979
ROC_AUC: 0.9939
F1: 0.8541
PRECISION: 0.8720
RECALL: 0.8370
ACCURACY: 0.9860
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-23 12:07:56.273067
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9076
ROC_AUC: 0.9951
F1: 0.8576
PRECISION: 0.7973
RECALL: 0.9277
ACCURACY: 0.9849
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-23 12:17:45.233972
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9064
ROC_AUC: 0.9951
F1: 0.8673
PRECISION: 0.8327
RECALL: 0.9049
ACCURACY: 0.9864
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-23 12:30:01.183550
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.8401
ROC_AUC: 0.9901
F1: 0.7621
PRECISION: 0.6562
RECALL: 0.9088
ACCURACY: 0.9722
THRESHOLD: 0.9899
---------------------------------------------
Timestamp: 2025-05-23 12:31:25.587783
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9130
ROC_AUC: 0.9955
F1: 0.8574
PRECISION: 0.8004
RECALL: 0.9232
ACCURACY: 0.9850
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-23 12:35:20.148126
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.8666
ROC_AUC: 0.9922
F1: 0.8200
PRECISION: 0.7721
RECALL: 0.8743
ACCURACY: 0.9812
THRESHOLD: 0.9899
---------------------------------------------
Timestamp: 2025-05-23 12:37:12.848698
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9124
ROC_AUC: 0.9955
F1: 0.8265
PRECISION: 0.7202
RECALL: 0.9694
ACCURACY: 0.9801
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-23 12:38:31.030465
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.7822
ROC_AUC: 0.9850
F1: 0.6334
PRECISION: 0.4788
RECALL: 0.9355
ACCURACY: 0.9470
THRESHOLD: 0.9899
---------------------------------------------
Timestamp: 2025-05-23 12:47:08.544049
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.8665
ROC_AUC: 0.9922
F1: 0.8260
PRECISION: 0.7841
RECALL: 0.8726
ACCURACY: 0.9820
THRESHOLD: 0.9899
---------------------------------------------
Timestamp: 2025-05-23 13:00:57.960111
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
