Results Log
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 41

PR_AUC: 0.7743
ROC_AUC: 0.9169
F1: 0.7624
PRECISION: 0.7896
RECALL: 0.7369
ACCURACY: 0.9775
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 11:03:14.434553
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 38

PR_AUC: 0.7741
ROC_AUC: 0.9181
F1: 0.7648
PRECISION: 0.8068
RECALL: 0.7269
ACCURACY: 0.9781
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 11:03:46.246419
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 34

PR_AUC: 0.7727
ROC_AUC: 0.9189
F1: 0.7622
PRECISION: 0.8107
RECALL: 0.7191
ACCURACY: 0.9780
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 11:03:56.865831
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 40

PR_AUC: 0.7680
ROC_AUC: 0.9176
F1: 0.7625
PRECISION: 0.8823
RECALL: 0.6713
ACCURACY: 0.9795
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 11:04:15.052524
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 35

PR_AUC: 0.7741
ROC_AUC: 0.9202
F1: 0.7632
PRECISION: 0.8067
RECALL: 0.7241
ACCURACY: 0.9780
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 11:05:15.061087
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 36

PR_AUC: 0.7708
ROC_AUC: 0.9175
F1: 0.7628
PRECISION: 0.7978
RECALL: 0.7308
ACCURACY: 0.9778
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 11:05:57.962151
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 37

PR_AUC: 0.7762
ROC_AUC: 0.9203
F1: 0.7620
PRECISION: 0.8132
RECALL: 0.7169
ACCURACY: 0.9781
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 11:30:17.741773
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 44

PR_AUC: 0.7055
ROC_AUC: 0.9182
F1: 0.7461
PRECISION: 0.8328
RECALL: 0.6758
ACCURACY: 0.9775
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 11:32:30.956051
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 43

PR_AUC: 0.7723
ROC_AUC: 0.9199
F1: 0.7631
PRECISION: 0.8582
RECALL: 0.6869
ACCURACY: 0.9791
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 11:32:39.798747
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 46

PR_AUC: 0.7726
ROC_AUC: 0.9192
F1: 0.7662
PRECISION: 0.8177
RECALL: 0.7208
ACCURACY: 0.9785
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 11:33:40.074556
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 42

PR_AUC: 0.7788
ROC_AUC: 0.9194
F1: 0.7648
PRECISION: 0.8876
RECALL: 0.6719
ACCURACY: 0.9798
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 11:34:05.767185
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 47

PR_AUC: 0.7756
ROC_AUC: 0.9198
F1: 0.7660
PRECISION: 0.8666
RECALL: 0.6863
ACCURACY: 0.9795
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 11:34:39.237350
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 45

PR_AUC: 0.7704
ROC_AUC: 0.9171
F1: 0.7634
PRECISION: 0.8819
RECALL: 0.6730
ACCURACY: 0.9796
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 11:36:45.417213
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 48

PR_AUC: 0.7770
ROC_AUC: 0.9191
F1: 0.7670
PRECISION: 0.8166
RECALL: 0.7230
ACCURACY: 0.9785
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 11:41:52.139738
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 49

PR_AUC: 0.7778
ROC_AUC: 0.9197
F1: 0.7711
PRECISION: 0.8530
RECALL: 0.7036
ACCURACY: 0.9795
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 11:58:49.980502
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 50

PR_AUC: 0.7705
ROC_AUC: 0.9177
F1: 0.7650
PRECISION: 0.8614
RECALL: 0.6880
ACCURACY: 0.9793
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 12:01:31.051421
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 51

PR_AUC: 0.7688
ROC_AUC: 0.9195
F1: 0.7635
PRECISION: 0.8458
RECALL: 0.6958
ACCURACY: 0.9789
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 12:02:02.224313
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 53

PR_AUC: 0.7694
ROC_AUC: 0.9178
F1: 0.7588
PRECISION: 0.7977
RECALL: 0.7236
ACCURACY: 0.9775
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 12:03:26.301310
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 52

PR_AUC: 0.7726
ROC_AUC: 0.9186
F1: 0.7696
PRECISION: 0.8541
RECALL: 0.7002
ACCURACY: 0.9795
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 12:05:26.749503
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 55

PR_AUC: 0.7727
ROC_AUC: 0.9193
F1: 0.7659
PRECISION: 0.8501
RECALL: 0.6969
ACCURACY: 0.9791
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 12:05:31.372661
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 54

PR_AUC: 0.7776
ROC_AUC: 0.9188
F1: 0.7622
PRECISION: 0.8817
RECALL: 0.6713
ACCURACY: 0.9795
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 12:07:15.873778
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 56

PR_AUC: 0.7713
ROC_AUC: 0.9173
F1: 0.7619
PRECISION: 0.7971
RECALL: 0.7297
ACCURACY: 0.9777
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 12:11:04.924343
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 57

PR_AUC: 0.7717
ROC_AUC: 0.9179
F1: 0.7639
PRECISION: 0.8611
RECALL: 0.6863
ACCURACY: 0.9792
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 12:29:03.226353
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 58

PR_AUC: 0.7755
ROC_AUC: 0.9187
F1: 0.7633
PRECISION: 0.8855
RECALL: 0.6707
ACCURACY: 0.9796
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 12:31:30.937440
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 60

PR_AUC: 0.7418
ROC_AUC: 0.9168
F1: 0.7397
PRECISION: 0.7931
RECALL: 0.6930
ACCURACY: 0.9761
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 12:32:09.628979
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 59

PR_AUC: 0.7766
ROC_AUC: 0.9204
F1: 0.7692
PRECISION: 0.8499
RECALL: 0.7024
ACCURACY: 0.9794
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 12:33:12.948543
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 61

PR_AUC: 0.7730
ROC_AUC: 0.9184
F1: 0.7656
PRECISION: 0.8693
RECALL: 0.6841
ACCURACY: 0.9795
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 12:38:06.292952
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 62

PR_AUC: 0.7665
ROC_AUC: 0.9178
F1: 0.7687
PRECISION: 0.8345
RECALL: 0.7125
ACCURACY: 0.9790
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 12:38:46.914328
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 63

PR_AUC: 0.7778
ROC_AUC: 0.9190
F1: 0.7646
PRECISION: 0.8017
RECALL: 0.7308
ACCURACY: 0.9780
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 12:40:00.819182
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 64

PR_AUC: 0.7732
ROC_AUC: 0.9183
F1: 0.7636
PRECISION: 0.8750
RECALL: 0.6774
ACCURACY: 0.9795
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-22 12:43:48.193709
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 65

PR_AUC: 0.7725
ROC_AUC: 0.9181
F1: 0.7646
PRECISION: 0.8176
RECALL: 0.7180
ACCURACY: 0.9783
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 12:58:26.095978
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 66

PR_AUC: 0.7759
ROC_AUC: 0.9195
F1: 0.7660
PRECISION: 0.8136
RECALL: 0.7236
ACCURACY: 0.9783
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 13:00:10.324458
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 67

PR_AUC: 0.7697
ROC_AUC: 0.9174
F1: 0.7565
PRECISION: 0.8027
RECALL: 0.7152
ACCURACY: 0.9775
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-22 13:02:43.002193
